Time (s),dln[SiH2(2)]/dln[k1]: SiH4(1)=SiH2(2)+H2(3),dln[SiH2(2)]/dln[k2]: H2(3)+Si(14)=SiH2(2),dln[SiH2(2)]/dln[k9]: SiH3SiH(5)=H4Si2(7),dln[SiH2(2)]/dln[k11]: H2(3)+H2Si2(22)=H4Si2(7),dln[SiH2(2)]/dG[SiH4(1)],dln[SiH2(2)]/dG[SiH2(2)],dln[SiH2(2)]/dG[H2(3)],dln[SiH2(2)]/dG[Si(14)],dln[SiH2(2)]/dG[SiH3SiH(5)],dln[SiH2(2)]/dG[H2Si2(22)]
0.07112243822923672,1.6888336603507481,-0.0028528926870198738,-0.0021016168921648075,-0.00011246161691991571,-0.0012203687115984224,-0.55117082803655337,0.55123257586975338,0.54995042275741535,0.0011586409453571299,6.1975454969306304e-05
0.0746644371834699,1.6746116070425716,-0.0025867867843360056,-0.0022947096737912995,-0.00012279440122389893,-0.0013325195126702152,-0.55117082805094064,0.55123826648502494,0.54983827299145305,0.001265098782058033,6.7670539277501284e-05
0.07820643613770309,1.660438424234995,-0.0023558963931994757,-0.0024943444233043966,-0.00013347726204564778,-0.0014484716317207215,-0.55117082806508377,0.5512441505151533,0.54972232241361696,0.0013751639400906425,7.355862389028804e-05
0.08174843509193627,1.6463202552693557,-0.0021542757063474139,-0.002700299842880699,-0.00014449835743084077,-0.0015680965415785628,-0.55117082807898665,0.55125022140899493,0.54960269956231511,0.001488714438788729,7.9633179654144319e-05
0.08529043404616946,1.6322620262684271,-0.0019771820663613336,-0.0029123595449066027,-0.00015584610816761496,-0.00169126855879557,-0.55117082809265461,0.5512564727615421,0.5494795301287867,0.001605630993517564,8.58878222844886e-05
0.08883243300040264,1.6182677269360648,-0.0018207953772108271,-0.0031303119518591377,-0.00016750919243027108,-0.00181786478780477,-0.55117082810608975,0.55126289831089725,0.54935293700521493,0.0017257969702528114,9.2316309421142139e-05
0.09237443195463582,1.6043406179491284,-0.001682010953017754,-0.0033539501987058648,-0.00017947654055305211,-0.0019477650697505154,-0.55117082811929197,0.55126949193532904,0.54922304034822644,0.0018490983282720337,9.8912537750781124e-05
0.095916430908869,1.5904833860588488,-0.0015582846427581881,-0.0035830720366869183,-0.00019173732988674478,-0.0020808519252910503,-0.55117082813226626,0.55127624765038563,0.54908995763746449,0.0019754235783702319,0.00010567054017190514
0.09945842986310219,1.576698261464389,-0.0014475156871925326,-0.0038174797395229619,-0.00020428097976981331,-0.002217010495978001,-0.55117082814501739,0.55128315960605478,0.54895380372616609,0.0021046637161902036,0.00011258448302849804
0.09999999999999998,1.5034418822608258,-0.0013669320937530123,-0.0036797830341502116,-0.00019691255741182621,-0.0021370467385602755,-0.5262710393980643,0.52637932122337439,0.52413398008918566,0.0020287492879893609,0.0001085236804072137
0.10300042881733537,1.562987107595601,-0.001347957160920318,-0.0040569800115108062,-0.00021709714661813164,-0.002356128494107101,-0.55117082815754781,0.5512902220840088,0.54881469089287005,0.0022367121763303983,0.00011964866340151926
0.10654242777156855,1.5493514904943841,-0.001258146821019941,-0.0043013838975991424,-0.00023017571911362959,-0.0024980961520702006,-0.55117082816985929,0.55129742949488925,0.54867272890154184,0.0023714647875994902,0.00012685750645506373
0.11008442672580174,1.5357927329292105,-0.0011768532181464803,-0.0045505066952477033,-0.00024350681349589819,-0.0026428061682299501,-0.55117082818195617,0.55130477637565645,0.54852802504840348,0.0025088197212277188,0.00013420556283491868
0.11362642568003492,1.5223119569774806,-0.0011030333396005846,-0.0048041678680673218,-0.00025708076892934985,-0.0027901536601882852,-0.55117082819384133,0.55131225738700429,0.54838068420551755,0.0026486774443617114,0.00014168750612545786
0.1171684246342681,1.5089101178053832,-0.0010357990488422009,-0.0050621909614143598,-0.00027088814299541764,-0.0029400361168171428,-0.55117082820551921,0.55131986731084126,0.5482308088712653,0.0027909406706804951,0.00014929813035964706
0.12071042358850129,1.4955880306750644,-0.00097439029463569648,-0.0053244035199464558,-0.00028491970728573477,-0.0030923533457821967,-0.5511708282169947,0.55132760104780754,0.54807849922520968,0.0029355143179356428,0.00015703234758265803
0.12425242254273447,1.482346392692923,-0.00091815357349045283,-0.0055906370068778003,-0.00029916644306279149,-0.0032470074296063983,-0.5511708282282739,0.55133545361483716,0.54792385317696946,0.003082305464232949,0.00016488518545928487
0.12779442149696765,1.4691858004564931,-0.00086652450062645796,-0.0058607267250407576,-0.00031361953704755856,-0.003403902676155418,-0.55117082823935426,0.55134342014280746,0.5477669664103525,0.0032312233001288021,0.00017285178495387533
0.13133642045120084,1.456106764449093,-0.00081901361780791567,-0.0061345117390645505,-0.00032827037725711587,-0.003562945579049103,-0.55117082825023567,0.55135149587420729,0.54760793241602868,0.0033821790905440665,0.00018092739803981847
0.1384204183596672,1.4301950412120501,-0.00073469552630599591,-0.0066925421714210962,-0.00035813182543832363,-0.0038871109283617178,-0.55117082827141195,0.55136795645886627,0.54728378612790174,0.0036898596529774952,0.00019738721162233954
0.14479601647728693,1.4071571499675215,-0.00066914488075206415,-0.0072058672767218029,-0.00038560100177584299,-0.004185309831496768,-0.55117082828983144,0.55138309893750204,0.54698560571029387,0.003972892731259719,0.00021252843076098983
0.15117161459490666,1.3843885624841483,-0.00061171269841287445,-0.0077288263420945942,-0.00041358572178286921,-0.0044891082196020244,-0.55117082830767061,0.55139852611240714,0.54668182697718792,0.0042612392090747003,0.00022795385383936204
0.1575472127125264,1.3618903084192573,-0.00056111360845523598,-0.0082606073077231522,-0.00044204253031704122,-0.0047980342248103323,-0.55117082832494957,0.55141421398916024,0.5463729217175628,0.0045544513080459656,0.00024363952345236051
0.16392281083014612,1.3396630711046553,-0.00051630693691297376,-0.0088004318043608844,-0.00047092977504263443,-0.0051116355395626955,-0.55117082834168041,0.55143013957172893,0.54605934215569918,0.0048520998086118523,0.00025956247627447664
0.17029840894776585,1.3177072442797364,-0.00047644286963508361,-0.0093475541517029151,-0.00050020755283260729,-0.0054294788500240561,-0.55117082835787112,0.55144628083249092,0.54574152152686994,0.0051537735170565603,0.0002757007135059771
0.17667400706538558,1.2960229762505042,-0.0004408219422575742,-0.0099012601580482865,-0.00052983764556221947,-0.0057511491360357006,-0.55117082837353937,0.55146261667646357,0.54541987477025389,0.005459078597604766,0.00029203316544687866
0.1830496051830053,1.2746102039136007,-0.00040886421649037461,-0.010460866008706176,-0.00055978346062574296,-0.006076249020249184,-0.55117082838871001,0.55147912690817202,0.54509479917654213,0.0057676379585190141,0.00030853965868679698
0.18942520330062504,1.2534686795479952,-0.00038008558376382206,-0.011025717167238103,-0.00059000997215225145,-0.0064043981326077758,-0.55117082840339404,0.55149579219892442,0.54476667503267795,0.0060790906532060844,0.00032520088367887215
0.19580080141824477,1.2325979922779458,-0.00035407937333857222,-0.011595187329599896,-0.00062048366501607196,-0.0067352324984014961,-0.55117082841759479,0.55151259405566266,0.5444358662373322,0.0063930912899019497,0.00034199836386131194
0.2021763995358645,1.2119975854874427,-0.000330501950142268,-0.012168677429845759,-0.00065117248164148201,-0.0070684039710850544,-0.55117082843132514,0.55152951479139833,0.54410272086657452,0.0067093094955833956,0.00035891442631516882
0.20855199765348423,1.1916667711363162,-0.00030906134310387015,-0.01274561467831163,-0.00068204577054274673,-0.0074035796743103441,-0.55117082844460852,0.55154653749657578,0.54376757172298862,0.0070274293896664562,0.00037593217339219729
0.21492759577110396,1.1716047416526449,-0.00028950819660086347,-0.013325451627953124,-0.00071307423636557789,-0.0077404414525054227,-0.55117082845746934,0.55156364601131558,0.54343073688674304,0.0073471490603603537,0.0003930354551489537
0.2213031938887237,1.1518105799542937,-0.00027162851809684553,-0.013907665272180314,-0.00074422989162328443,-0.0080786853472443795,-0.55117082846990451,0.55158082489858962,0.54309252024542332,0.007668180067762295,0.00041020884272644094
0.22767879200634342,1.1322832680222987,-0.0002552378257785495,-0.014491756177878585,-0.0007754860102601761,-0.0084180210985319338,-0.551170828481923,0.55159805941847184,0.5427532119958014,0.0079902469671012492,0.00042743760277551675
0.23405439012396315,1.1130216943189968,-0.00024017639565505336,-0.01507724764998615,-0.00080681708299592679,-0.0087581716616014008,-0.5511708284935356,0.55161533550332298,0.5424130891200607,0.0083130868575792671,0.00044470767279484698
0.24042998824158288,1.0940246602735346,-0.00022630537826732818,-0.015663684925989192,-0.00083819877421235196,-0.0090988727352528508,-0.55117082850476407,0.5516326397338388,0.54207241585871502,0.0086364489335006359,0.00046200563735494511
0.2468055863592026,1.07529088601321,-0.00021350360782165968,-0.016250634396537376,-0.00086960788022860463,-0.0094398723108869431,-0.5511708285156236,0.55164995931595329,0.54173144416366259,0.0089600940461691241,0.00047931870511023469
0.2531811844768223,1.0568190154742474,-0.00020166496616099873,-0.016837682853124033,-0.00090102228905146096,-0.0097809302357192342,-0.55117082852611454,0.55166728205849846,0.54139041413305511,0.0092837943017488947,0.00049663468658789659
0.25955678259444204,1.0386076210155579,-0.00019069619401509719,-0.017424436761926516,-0.00093242094153477592,-0.010121817786902989,-0.55117082853626675,0.55168459635167133,0.54104955443632596,0.0096073326562196044,0.00051394197278279092
0.26593238071206177,1.0206552076245616,-0.00018051506483971009,-0.018010521563432105,-0.00096378379391739814,-0.010462317270451878,-0.5511708285460919,0.55170189114626467,0.54070908272197038,0.0099305025243432293,0.00053122951447389104
0.2723079788296815,1.0029602167785177,-0.00017104885420138165,-0.018595580996025179,-0.00099509178156661961,-0.010802221627873284,-0.55117082855558552,0.55171915593359544,0.54036920600600646,0.010253107410083317,0.00054848680226546624
0.2786835769473012,0.98552103002107472,-0.00016223305128321028,-0.019179276441761237,-0.0010263267839999836,-0.01114133405498694,-0.55117082856475619,0.55173638072609976,0.54003012104584525,0.010574960553018941,0.00056570384728832953
0.28505917506492096,0.96833597225880008,-0.00015401026971139436,-0.019761286294527555,-0.0010574715910833838,-0.011479467631336141,-0.55117082857361854,0.55175355603861609,0.53969201471741202,0.010895884572909267,0.0005828711625427386
0.2914347731825407,0.95140331487263174,-0.00014632932323099292,-0.020341305349108489,-0.001088509870338521,-0.011816444967622727,-0.55117082858217559,0.55177067287034409,0.53935506436941794,0.011215711129699548,0.00059997974488321842
0.2978103713001604,0.93472127865119337,-0.0001391444383159091,-0.020919044211202709,-0.0011194261353845395,-0.012152097866899665,-0.55117082859044786,0.55178772268730591,0.53901943816451259,0.011534280603936036,0.00061702105761794268
0.30418596941778014,0.9182880365550522,-0.00013241458102646638,-0.021494228727306417,-0.0011502057154102539,-0.01248626699215582,-0.55117082859845323,0.5518046974054468,0.53868529540905041,0.011851441790280842,0.00063398701367593227
0.3105615675353999,0.90210171634174152,-0.00012610287954044845,-0.022066599433043874,-0.0011808347256539128,-0.012818801540551284,-0.55117082860619204,0.55182158937434855,0.53835278687483301,0.012167051581192722,0.00065086995933583667
0.3169371656530196,0.88616040306620936,-0.00012017612713564366,-0.022635911020302706,-0.0012113000388718244,-0.01314955893620855,-0.55117082861365907,0.55183839136142232,0.53802205510827183,0.012480974671834398,0.00066766265849346068
0.32331276377063933,0.87046214147784429,-0.00011460435306710829,-0.023201931821161377,-0.0012415892577584888,-0.01347840453033981,-0.55117082862087075,0.55185509653664455,0.53769323472829023,0.012793083277846748,0.00068435827744414777
0.32968836188825906,0.85500493832943147,-0.00010936045093916324,-0.023764443308667383,-0.0012716906882330539,-0.013805211317663914,-0.5511708286278334,0.55187169845780515,0.53736645271939421,0.013103256868225492,0.00070095037016037305
0.3360639600058788,0.83978676457072754,-0.00010441985593609223,-0.02432323961502646,-0.0013015933136172055,-0.014129859647526935,-0.55117082863455358,0.55188819105622,0.53704182871086625,0.013411381894669797,0.00071743286405523822
0.3424395581234985,0.82480555747837703,-9.9760263709880857e-05,-0.024878127064329705,-0.0013312867696552409,-0.014452236953091519,-0.55117082864104794,0.5519045686229328,0.53671947524515651,0.013717351531686874,0.00073380004620875617
0.34881515624111825,0.81005922271866082,-9.5361384884912865e-05,-0.025428923721126363,-0.001360761320359651,-0.014772237494063232,-0.55117082864732203,0.55192082579534618,0.5363994980434964,0.01402106542948549,0.00075004655004929342
0.355190754358738,0.79554563633010089,-9.1204730124869312e-05,-0.025975458953359988,-0.0013900078346219158,-0.015089762101819055,-0.55117082865339839,0.55193695754432592,0.53608199626146158,0.014322429470773236,0.00076616734246377262
0.3615663524763577,0.78126264663131428,-8.7273421481033779e-05,-0.026517573009561778,-0.0014190177635825354,-0.015404717929411758,-0.55117082865926659,0.5519529591616894,0.53576706272952501,0.014621355540424969,0.0007821577113125577
0.36794195059397744,0.76720807608552311,-8.3552026416829094e-05,-0.027055116609219606,-0.0014477831187096903,-0.015717018212717974,-0.55117082866491207,0.5519688262480551,0.53545478419281112,0.014917761298371328,0.00079801325334516806
0.3806931468292169,0.7397753615103223,-7.6683612901807619e-05,-0.028115945266079311,-0.0015045508262954111,-0.016333334140913799,-0.55117082867555622,0.55200014070359571,0.53483851006909411,0.015502710071120742,0.00082930371744911215
0.3921692234409324,0.71584479589576344,-7.108987124498292e-05,-0.029053763117511712,-0.0015547359145924452,-0.016878182730756027,-0.55117082868449385,0.55202782539925133,0.53429369713000152,0.016019829113447549,0.00085696577176863165
0.4036453000526479,0.69261945062444719,-6.5988488325663549e-05,-0.029974889163322971,-0.0016040277892044052,-0.017413332686348145,-0.55117082869289846,0.5520550187145683,0.5337585809132579,0.016527743428103838,0.00088413543114511828
0.41512137666436344,0.6700859116989345,-6.1325915886057845e-05,-0.030878782049432205,-0.0016523974801452173,-0.017938469394102031,-0.55117082870083545,0.55208170470103313,0.53323347600075999,0.017026154413417365,0.00091079672849947945
0.42659745327607895,0.64823063507755818,-5.7055678320036332e-05,-0.031764981959633391,-0.0016998203808053292,-0.018453325627914362,-0.55117082870829082,0.55210786981372995,0.53271864959616133,0.017514808442853368,0.00093693610205147022
0.43807352988779447,0.62703995675305191,-5.3137276877899226e-05,-0.032633104739980323,-0.0017462759334728982,-0.018957678136262788,-0.55117082871527567,0.55213350273788597,0.53221432493956045,0.017993493619709557,0.00096254222194442404
0.44954960649951,0.60650012729520286,-4.9535287127806922e-05,-0.033482836534573526,-0.001791747342282375,-0.019451344529604009,-0.55117082872180134,0.5521585942305034,0.53172068441907439,0.018462036824926236,0.00098760583198102435
0.4610256831112255,0.5865973345609079,-4.6218611719708589e-05,-0.034313928620621957,-0.0018362212968422581,-0.019934180277004925,-0.55117082872790624,0.55218313696794874,0.53123787257656196,0.018920300864468782,0.0010121195972833551
0.472501759722941,0.56731772656000412,-4.315985862573373e-05,-0.035126192536574549,-0.0018796877115306487,-0.020406075869136661,-0.55117082873362744,0.55220712540228989,0.5307659989381931,0.019368181781100138,0.0010360779605604236
0.4839778363346565,0.54864743359317625,-4.0334821334291259e-05,-0.035919495512837081,-0.0019221394809826136,-0.020866954162272758,-0.55117082873899459,0.5522305556264463,0.53030514066760959,0.019805606335248242,0.0010594770073078118
0.49545391294637203,0.53057258921418793,-3.7722042315707886e-05,-0.03669375616357691,-0.0019635722495443125,-0.021316767879809566,-0.55117082874404277,0.55225342524706023,0.5298553450682203,0.020232529631380666,0.0010823143387063692
