Time (s),dln[SiH2(2)]/dln[k1]: SiH4(1)=SiH2(2)+H2(3),dln[SiH2(2)]/dln[k2]: Si2H6(4)=SiH4(1)+SiH2(2),dln[SiH2(2)]/dln[k3]: Si2H6(4)=H2(3)+SiH3SiH(5),dln[SiH2(2)]/dln[k5]: SiH2(2)+SiH2(2)=H4Si2(7),dln[SiH2(2)]/dln[k12]: H3Si(8)+H3Si(8)=Si2H6(4),dln[SiH2(2)]/dln[k23]: H2(3)+H3Si2(12)=H5Si2(11),dln[SiH2(2)]/dln[k30]: Si2H6(4)+HSi(10)=H7Si3(31),dln[SiH2(2)]/dln[k33]: SiH4(1)+H3Si2(12)=H7Si3(31),dln[SiH2(2)]/dG[SiH4(1)],dln[SiH2(2)]/dG[SiH2(2)],dln[SiH2(2)]/dG[H2(3)],dln[SiH2(2)]/dG[Si2H6(4)],dln[SiH2(2)]/dG[H3Si(8)],dln[SiH2(2)]/dG[HSi(10)],dln[SiH2(2)]/dG[H3Si2(12)]
9.04186036123999e-06,0.99993553368686228,-0.96946218242484639,-4.6787273371530658e-06,-6.2577542527307171e-05,-9.7736744916861909e-10,-3.7016505406764729e-12,1.0533103467132619e-13,5.0624471822617583e-13,-0.54091496609728984,-0.54091583872848281,-3.5040004735094277e-07,0.54091514420770026,1.0779083429911931e-09,4.7207388365803081e-12,2.3209894201118192e-12
9.23754980866399e-06,0.99993534110393079,-0.97045203222618925,-4.9501847516385162e-06,-6.2780626667625417e-05,-1.0340385742740312e-09,-3.9634298078386261e-12,1.2028472375335972e-13,5.5143622958386545e-13,-0.54166295976522083,-0.54166385655476534,-3.5971584929863483e-07,0.54166314163538942,1.1404554961598271e-09,4.3334805233671872e-12,2.4903522697179343e-12
9.433239256087989e-06,0.99993516188411657,-0.97130115668281258,-5.2299582493453976e-06,-6.2968126797193714e-05,-1.0924418445522526e-09,-4.2363198956968891e-12,1.3666657422988806e-13,5.9951558993624212e-13,-0.54233367647198294,-0.54233459741801493,-3.6902699937765121e-07,0.54233386208885548,1.2049185480221696e-09,3.9297726015227741e-12,2.6674417028251933e-12
9.628928703511988e-06,0.9999349947082502,-0.97202353411057907,-5.5180498073144443e-06,-6.3141531406839022e-05,-1.1525774372688375e-09,-4.5204345883179235e-12,1.5455897548776619e-13,6.5059263836597254e-13,-0.54293477630861198,-0.54293572140892687,-3.7833374184156296e-07,0.5429349656602066,1.2712979545556686e-09,3.5095485287232507e-12,2.8523812925210238e-12
9.824618150935987e-06,0.99993483838343633,-0.97263184325420571,-5.8144598129964804e-06,-6.3302199158998427e-05,-1.2144451993790686e-09,-4.815880905559739e-12,1.740460566762714e-13,7.0477831582317417e-13,-0.54347320723044967,-0.54347417648270602,-3.8763636669859047e-07,0.54347340030579083,1.3395938059176171e-09,3.072725796563632e-12,3.0452914832206852e-12
9.999999999999997e-06,0.99988044120384001,-0.97303673746046226,-6.0868472165532091e-06,-6.3432946457942034e-05,-1.2712951680214201e-09,-5.0901025313320374e-12,1.9292580245302414e-13,7.5603319712633536e-13,-0.54387817120793658,-0.54387916205003473,-3.9594889290481859e-07,0.54387836760138208,1.4023544357315592e-09,2.6669056475823521e-12,3.2248767054360537e-12
1.0020307598359987e-05,0.99993469183255812,-0.97313757154327962,-6.1191872545969468e-06,-6.3451368330071263e-05,-1.2780446870712025e-09,-5.1227594332975496e-12,1.9521363553058607e-13,7.6218462947959452e-13,-0.54395526437742459,-0.54395625777931311,-3.9693519812871645e-07,0.54395546116647731,1.4098058699152915e-09,2.6192070853105228e-12,3.2462897525740751e-12
1.0215997045783986e-05,0.99993455408439524,-0.97355111624053459,-6.4322298918575854e-06,-6.3590165874222445e-05,-1.3433752012226438e-09,-5.4411646495110681e-12,2.181491684721059e-13,8.2292461908850068e-13,-0.54438664549996185,-0.54438766304934116,-4.062305846346108e-07,0.54438684599356868,1.4819336309954317e-09,2.1488813481862074e-12,3.4554907722200151e-12
1.0411686493207985e-05,0.9999344242643623,-0.97388187866948073,-6.753584408974172e-06,-6.3719616068605721e-05,-1.41043581912901e-09,-5.7711852447264108e-12,2.4294170205991045e-13,8.8711232525685702e-13,-0.54477250259314203,-0.54477354428814784,-4.1552289073499188e-07,0.54477270678296219,1.5559763251476336e-09,1.6616248262929767e-12,3.6730065665048914e-12
1.0607375940631985e-05,0.99993430158586893,-0.97413835167227358,-7.0832465510562364e-06,-6.3840648704007651e-05,-1.479225422803928e-09,-6.1129044353486871e-12,2.6968182584556106e-13,9.5486275951144089e-13,-0.54511748982134534,-0.54511855566047551,-4.2481249000223843e-07,0.5451176976997959,1.6319329710477611e-09,1.1573019952143248e-12,3.8989466682924322e-12
1.0803065388055984e-05,0.99993418534229328,-0.97432820053307778,-7.4212112454881614e-06,-6.3954106801880455e-05,-1.5497427241348e-09,-6.4664002686857137e-12,2.9846162666725523e-13,1.0262918760449631e-12,-0.54542580786203154,-0.54542689784421272,-4.3409975927143735e-07,0.54542601942223212,1.709802397753753e-09,6.3576644532031817e-13,4.1334182711395006e-12
1.0998754835479983e-05,0.9999340748995591,-0.97445833769426393,-7.7674727096123783e-06,-6.406075385573228e-05,-1.6219862871913621e-09,-6.831745918816141e-12,3.2937464440978155e-13,1.101516545050882e-12,-0.54570124484813909,-0.54570235897277319,-4.4338507387923446e-07,0.54570146008385978,1.7895832692790503e-09,9.6861698712613738e-14,4.3765263773198677e-12
1.1194444282903983e-05,0.99993396968929138,-0.97453499161299506,-8.1220245461122787e-06,-6.416128060267781e-05,-1.6959545479753749e-09,-7.2090099726873878e-12,3.6251582924792512e-13,1.1806545275683308e-12,-0.54594721409972247,-0.54594835236672257,-4.5266880380618895e-07,0.54594743300533355,1.8712741063597061e-09,-4.5957803405149152e-13,4.628373941312939e-12
1.1390133730327982e-05,0.9999338692025137,-0.97456377008308515,-8.4848598273182488e-06,-6.4256311333043048e-05,-1.7716458318681597e-09,-7.5982567059319061e-12,3.9798150038016254e-13,1.2638244517559468e-12,-0.54616678882285052,-0.54616795123266004,-4.6195131060119256e-07,0.54616701139327573,1.9548733056964683e-09,-1.0337271544504066e-12,4.8890620084297994e-12
1.1781512625175982e-05,0.99993368062737464,-0.97449736082736682,-9.2353508458647393e-06,-6.4432083415782063e-05,-1.9281903178045703e-09,-8.4129353710023125e-12,4.7627819290975275e-13,1.4427388535869335e-12,-0.54653752909431241,-0.54653873979326106,-4.8051404916820468e-07,0.54653775898113588,2.1277898686117417e-09,-2.2358906226703234e-12,5.4373551095536293e-12
1.2172891520023983e-05,0.99993350608342946,-0.97429364341807678,-1.0018882361793002e-05,-6.4591946945476844e-05,-2.0916046783842167e-09,-9.276219699738651e-12,5.6506118522706923e-13,1.6392253048596887e-12,-0.54683239124842875,-0.54683365024482189,-4.9907593522236104e-07,0.54683262843694314,2.30831825021919e-09,-3.5111729613901591e-12,6.022180805714806e-12
1.2564270414871983e-05,0.99993334310778093,-0.97398047173598046,-1.083538632704415e-05,-6.4739048110311624e-05,-2.2618728715293638e-09,-1.0188494259979768e-11,6.6514644335762439e-13,1.854261910728254e-12,-0.54706664044626074,-0.54706794775259593,-5.1763937284127208e-07,0.54706688492478428,2.4964426360621131e-09,-4.8612196903042909e-12,6.6442916162010042e-12
1.2955649309719983e-05,0.99993318974496259,-0.97358025351647481,-1.1684791412762288e-05,-6.4875932299880354e-05,-2.4389781602230322e-09,-1.115009734254792e-11,7.7736837356793116e-13,2.0888387849124493e-12,-0.54725255741533219,-0.54725391304803905,-5.3620651529929196e-07,0.54725280917471708,2.6921464160099597e-09,-6.2877635989758154e-12,7.3044209735645188e-12
1.3347028204567984e-05,0.9999330444475002,-0.97311096477167813,-1.2567024073318881e-05,-6.5004652376092346e-05,-2.6229033326727131e-09,-1.2161327213047046e-11,9.0257885157924543e-13,2.3439575764080475e-12,-0.54739999440949361,-0.54740139838861557,-5.547792698287158e-07,0.54740025344270471,2.8954124289911146e-09,-7.7926131343595067e-12,8.0032864015895425e-12
1.3738407099415984e-05,0.9999329059938209,-0.97258699299349871,-1.3482009294193684e-05,-6.5126859430288437e-05,-2.8136308568099954e-09,-1.3222447636492262e-11,1.041646328138176e-12,2.6206310354761509e-12,-0.54751683724985367,-0.54751828959869064,-5.7335930554033996e-07,0.54751710355161376,3.1062231354637349e-09,-9.3776425028011698e-12,8.7415923146640804e-12
1.4129785994263984e-05,0.99993277342125275,-0.97201983533039327,-1.4429671097464895e-05,-6.5243878616297717e-05,-3.011142984307582e-09,-1.4333692734360832e-11,1.1954550053061546e-12,2.9198826147313631e-12,-0.54760938785278446,-0.54761088859751694,-5.919480655202834e-07,0.54760966141926937,3.3245607342962116e-09,-1.1044783250245498e-11,9.5200324690373687e-12
1.4521164889111985e-05,0.99993264597245313,-0.97141866673672361,-1.5409932921267234e-05,-6.5356771614732005e-05,-3.2154218284044357e-09,-1.5495271283792574e-11,1.364904086225004e-12,3.242746117803701e-12,-0.54768267554831385,-0.54768422471763867,-6.1054678604670679e-07,0.54768295637690045,3.5504072508224569e-09,-1.2796017300998427e-11,1.0339292133337145e-11
1.4912543783959985e-05,0.99993252305285396,-0.97079079683139979,-1.6422717928399526e-05,-6.5466387441486025e-05,-3.4264494272564421e-09,-1.6707370516404953e-11,1.5509070974238904e-12,3.590265397611537e-12,-0.54774070745884784,-0.54774230508363775,-6.2915652018172275e-07,0.54774099554790068,3.7837446089537742e-09,-1.4633371297820179e-11,1.1200050011112073e-11
1.5303922678807983e-05,0.99993240419654805,-0.97014203830598411,-1.7467949234240944e-05,-6.5573403700990663e-05,-3.644207790920899e-09,-1.7970159420227783e-11,1.754391275347834e-12,3.963494091176773e-12,-0.54778667040438023,-0.54778831651737947,-6.4777816049483309e-07,0.54778696575307662,4.024554685199584e-09,-1.6558911934114904e-11,1.2102979910033021e-11
1.5695301573655982e-05,0.99993228903883768,-0.96947700617710419,-1.8545550047549628e-05,-6.5678360220268656e-05,-3.8686789304546444e-09,-1.9283791562991815e-11,1.9762970080904212e-12,4.3634953788642e-12,-0.54782309488449832,-0.54782478952004621,-6.6641245883778405e-07,0.54782339749268327,4.2728193428738969e-09,-1.8574742019867635e-11,1.3048752161042058e-11
1.608668046850398e-05,0.99993217729438011,-0.96879936039846104,-1.9655443752863987e-05,-6.578168645503714e-05,-4.0998448748254972e-09,-2.064840749649636e-11,2.2175773280051847e-12,4.7913417666553974e-12,-0.5478519880140994,-0.54785373120788228,-6.8506004439744652e-07,0.54785229788216339,4.5285204527582657e-09,-2.0682997166974124e-11,1.4038034819571675e-11
1.647805936335198e-05,0.99993206874001472,-0.96811200056545821,-2.0797553969428412e-05,-6.5883723649148599e-05,-4.3376876828799589e-09,-2.2064136807589479e-11,2.479197453483846e-12,5.2481148944030766e-12,-0.54787494021870353,-0.54787673200753895,-7.0372144111248692e-07,0.54787525734748477,4.791639908208216e-09,-2.288584304073972e-11,1.5071494686566945e-11
1.6869438258199978e-05,0.99993196320127298,-0.96741722107048866,-2.1971804597581036e-05,-6.5984742613855931e-05,-4.5821894528114116e-09,-2.3531099854538929e-11,2.7621343764488333e-12,5.7349053683258597e-12,-0.54789321026664883,-0.54789505068829902,-7.2239708383884496e-07,0.5478935346573498,5.0621596373924263e-09,-2.5185473091836477e-11,1.6149798169695201e-11
1.7260817153047977e-05,0.99993186054171934,-0.96671683495358351,-2.317811984647667e-05,-6.6084957972657485e-05,-4.8333323279193353e-09,-2.5049409210137358e-11,3.0673764899734084e-12,6.2528126116656952e-12,-0.54790779314330362,-0.54790968223631697,-7.4108733226681208e-07,0.5479081247974269,5.3400616113190303e-09,-2.7584106655812214e-11,1.7273611993113256e-11
1.7652196047895975e-05,0.99993176065452039,-0.96601227319271721,-2.4416424242180253e-05,-6.6184539605664691e-05,-5.0910984983440107e-09,-2.6619170839670526e-11,3.3959232510210852e-12,6.8029447289938869e-12,-0.5479194744595447,-0.54792141226312008,-7.5979248257192443e-07,0.54791981337883755,5.6253278472954935e-09,-3.0083987333744515e-11,1.8443603768774652e-11
1.8043574942743974e-05,0.99993166345584439,-0.96530466419240757,-2.568664262560503e-05,-6.6283621844245302e-05,-5.3554702006345807e-09,-2.8240485052381328e-11,3.7487848752469802e-12,7.3864183833893815e-12,-0.54792887400811896,-0.54793086056198825,-7.7851277747510185e-07,0.54792922019452828,5.9179404098749505e-09,-3.2687381610498479e-11,1.9660442450125743e-11
1.8826332732439975e-05,0.99993147687685513,-0.96388363887272155,-2.8322522410148294e-05,-6.648068663679484e-05,-5.9039594035063671e-09,-3.1638148324468339e-11,4.531545834131893e-12,8.6578991744398941e-12,-0.54794266078672949,-0.54794474496204681,-8.1599955612160829e-07,0.54794302151383756,6.5251330437873706e-09,-3.8213885136745974e-11,2.2237345000025388e-11
1.9609090522135975e-05,0.99993130042403633,-0.96245883654273645,-3.1085164058023451e-05,-6.6676760810634365e-05,-6.4786587213655211e-09,-3.524311321641938e-11,5.4239464526784513e-12,1.0076355542981415e-11,-0.54795194724584784,-0.54795412920579112,-8.5354884575412678e-07,0.54795232252306114,7.1614969817458312e-09,-4.4182166211125004e-11,2.500970952310222e-11
2.0391848311831976e-05,0.99993113385179144,-0.96103342701831773,-3.3973976933117358e-05,-6.6872226521285717e-05,-7.0794275745142443e-09,-3.9056036656808656e-11,6.4344307279195389e-12,1.1651018820836636e-11,-0.54795848157035643,-0.54796076147977202,-8.9116141564710897e-07,0.54795887140776467,7.8268904027853497e-09,-5.0611079301315702e-11,2.7982962108494596e-11
2.1174606101527976e-05,0.99993097699667199,-0.95960935831981686,-3.6988374856008497e-05,-6.7067320618135286e-05,-7.7061260038779816e-09,-4.3077523677387296e-11,7.5715939512661456e-12,1.3391248827224615e-11,-0.54796334236238975,-0.54796572038717517,-9.2883776098916992e-07,0.5479637467705627,8.5211722067948199e-09,-5.751976513049863e-11,3.1162566669908007e-11
2.1957363891223977e-05,0.99993082974693026,-0.95818779144234612,-4.0127776006253875e-05,-6.7262186078889108e-05,-8.3586146553584042e-09,-4.7308127773633018e-11,8.8441780345573248e-12,1.5306531851182005e-11,-0.54796717693523989,-0.54796965324191949,-9.6657819093018243e-07,0.54796759592509048,9.244202018768756e-09,-6.4927635323909802e-11,3.4554023954123764e-11
2.2740121680919978e-05,0.99993069202064611,-0.95676941282200911,-4.3391602603526715e-05,-6.7456908908578026e-05,-9.0367547165925347e-09,-5.1748348176224837e-11,1.0261067434260604e-11,1.7406478689438113e-11,-0.54797037248062863,-0.54797294723606027,-1.004382887685725e-06,0.54797080606332504,9.9958401361897566e-09,-7.2854358867429471e-11,3.8162868879103737e-11
2.352287947061598e-05,0.99993056375131406,-0.95535464203542686,-4.6779280581880132e-05,-6.7651542794925875e-05,-9.7404078497962174e-09,-5.639862514870142e-11,1.1831285579461912e-11,1.9700822761800015e-11,-0.54797316983130817,-0.54797584320248638,-1.0422519499931966e-06,0.54797361801821964,1.0775947468512471e-08,-8.131985047344781e-11,4.1994666828445844e-11
2.430563726031198e-05,0.99993044488075244,-0.95394374042183971,-5.0290239475152092e-05,-6.7846122220711539e-05,-1.0469436167520561e-08,-6.1259334003870798e-11,1.3563991798110109e-11,2.2199418384924739e-11,-0.54797572300601738,-0.54797849515995256,-1.0801854250111213e-06,0.54797618580868046,1.1584385520947616e-08,-9.0344261193761584e-11,4.605500932862468e-11
2.508839505000798e-05,0.99993033535609266,-0.95253686511138191,-5.3923912426708148e-05,-6.804066910204034e-05,-1.122370223542907e-08,-6.6330777670177061e-11,1.5468478482962974e-11,2.4912239076950597e-11,-0.54797812886327379,-0.54798099996692062,-1.1181833296087725e-06,0.54797860629337147,1.2421016406186985e-08,-9.9947970055302884e-11,5.0349508935089974e-11
2.665391062939998e-05,0.99993014415232206,-0.94973550634629611,-6.1557150704455202e-05,-6.8429714588840308e-05,-1.280740008672779e-08,-7.7106670565224748e-11,1.983061264763989e-11,3.1021034972593021e-11,-0.54798271281524946,-0.54798578231872197,-1.1943723946712878e-06,0.54798321953578133,1.4178308127095451e-08,-1.2097589199050667e-10,5.9663501537303712e-11
2.8219426208791982e-05,0.99992998978241288,-0.94695070538228421,-6.9674531117516094e-05,-6.8818718808978232e-05,-1.449040988116623e-08,-8.8726846605398189e-11,2.4995000740624327e-11,3.8109700563850772e-11,-0.54798708310834832,-0.54799035167770804,-1.2708189215275852e-06,0.54798761916749184,1.604673105077387e-08,-1.4457168603543546e-10,6.9981888154143082e-11
2.9784941788183984e-05,0.99992987188762339,-0.94418253557820808,-7.8271642591912118e-05,-6.9207712527194788e-05,-1.6271647759223962e-08,-1.0119052610525086e-10,3.1040391814099019e-11,4.626200223732581e-11,-0.54799136363627565,-0.54799483193617959,-1.3475226430733174e-06,0.5479919290831039,1.8025203415724733e-08,-1.7090565820979867e-10,8.1349821401370654e-11
3.2915972946967986e-05,0.99992974415761582,-0.93869571807453833,-9.6887679586164926e-05,-6.9985708986202661e-05,-2.0124493591052196e-08,-1.2863330479140978e-10,4.6103654427809209e-11,6.6105956501782426e-11,-0.54799978171290842,-0.54800365146173668,-1.5017003962506706e-06,0.54800040608573208,2.2308008536465154e-08,-2.3249333554705978e-10,1.0741513063378789e-10
3.604700410575199e-05,0.99992975825436281,-0.93327416755261861,-0.00011737101940509485,-7.0763765199427937e-05,-2.4357396401015806e-08,-1.5939260817466951e-10,6.5687077089850679e-11,9.1256236149465645e-11,-0.54800813125108683,-0.54801240508914728,-1.6569031315515315e-06,0.54800881475631913,2.7018251053777081e-08,-3.07159234693151e-10,1.3821733399088223e-10
3.917803526453599e-05,0.99992991155640087,-0.92791667711760606,-0.00013968823008298785,-7.1541899260956158e-05,-2.8961915661747777e-08,-1.9339503990022654e-10,9.0484929702482466e-11,1.2244108299518475e-10,-0.54801638561460808,-0.54802106617003088,-1.813128337311719e-06,0.54801712846521577,3.2147599810667956e-08,-3.9636620763823993e-10,1.7410958137984916e-10
4.2309066423319994e-05,0.9999302014965773,-0.92262206053323248,-0.00016380666492859689,-7.232012776839329e-05,-3.3929704784227286e-08,-2.3053341833629687e-10,1.2121903076138345e-10,1.6041357644833268e-10,-0.54802451461006219,-0.54802960449908511,-1.9703736338880774e-06,0.54802531702548385,3.7687858708679321e-08,-5.0161902601171744e-10,2.1543858133396131e-10
4.857112874088799e-05,0.999931181320314,-0.91221710712228432,-0.00021732040775830291,-7.387696463540955e-05,-4.492199700441312e-08,-3.1354985349160854e-10,2.0357678181252639e-10,2.5991049924345491e-10,-0.54804042440306688,-0.54804634076219438,-2.2879158892007596e-06,0.54804134663215232,4.9968880537063276e-08,-7.6658267883490794e-10,3.1574793906587899e-10
5.483319105845599e-05,0.99993267836145383,-0.90205083244533424,-0.00027766591879306585,-7.5434458539422778e-05,-5.7269381503148205e-08,-4.0690665291329952e-10,3.1898066032592479e-10,3.9616515900229671e-10,-0.54805589282367151,-0.548062645983321,-2.6095136977843044e-06,0.54805693582034376,6.3798366699590694e-08,-1.1147298889538685e-09,4.4173090826752269e-10
6.7357315693592e-05,0.99993715091480173,-0.88240231478372944,-0.00041792218840830874,-7.855210493515543e-05,-8.5774443022616815e-08,-6.1471354809967314e-10,6.7625909321984539e-10,8.0680786730250772e-10,-0.5480856238712124,-0.54809408129037118,-3.2648227571943135e-06,0.5480869114631024,9.5859297308375371e-08,-2.114928046304191e-09,7.7998654157220059e-10
7.988144032872799e-05,0.99994348088453477,-0.8636158187205456,-0.00058281732170945716,-8.1674342935411884e-05,-1.1895337288704262e-07,-8.3091400956376599e-10,1.2481548783132767e-09,1.4482119997526394e-09,-0.54811382771255579,-0.548124029754116,-3.9362081971842869e-06,0.54811536429610397,1.3340503159053944e-07,-3.610654493434413e-09,1.2469025548780194e-09
9.240556496386399e-05,0.99995154184589075,-0.84563582389117209,-0.00077074410636955636,-8.4802330588760148e-05,-1.5633464250227865e-07,-1.024201152141527e-09,2.0929449095027604e-09,2.3788073685399551e-09,-0.54814059114113256,-0.54815257760046132,-4.62360307143281e-06,0.54814238147993555,1.759972081283347e-07,-5.7140370266718914e-09,1.855577618088707e-09
9.999999999999998e-05,0.9919463274271284,-0.82841392351000609,-0.00088811707942986981,-8.6007753496436244e-05,-1.7940616779873657e-07,-1.1043848185835777e-09,2.7419311727741304e-09,3.0847969755145566e-09,-0.54376474545887621,-0.54377772827467086,-5.0077647188075856e-06,0.54376667654655275,2.0247043221085042e-07,-7.2756082428817925e-09,2.2791632962519607e-09
0.00010492968959899998,0.99996121802945892,-0.82841148842033296,-0.00098023041977098567,-8.7937126501955336e-05,-1.974640867236794e-07,-1.1548515125880917e-09,3.2714716956386342e-09,3.658977104069569e-09,-0.54816600021922779,-0.54817981037544372,-5.3269634532038625e-06,0.54816804943069852,2.2322161321649419e-07,-8.5397600720498305e-09,2.6150584501013402e-09
0.00011745381423413598,0.99997240318775815,-0.81189616021003019,-0.0012099253276973137,-9.1079699228933299e-05,-2.4190366781912176e-07,-1.1750912763838987e-09,4.8462244219103539e-09,5.3501695924239638e-09,-0.54819013636413827,-0.54820580902505567,-6.0462653213561629e-06,0.54819244990704386,2.746860568953878e-07,-1.2203435577771548e-08,3.5300462622911266e-09
0.00014250206350440798,0.99999891743772484,-0.7808243515762936,-0.0017250712129947636,-9.7391651378252175e-05,-3.3904147135289138e-07,-6.5809001352820675e-10,9.4358259045155806e-09,1.0210307483580859e-08,-0.54823487873367827,-0.54825439113482022,-7.532676503584445e-06,0.54823773861865666,3.8886885232877905e-07,-2.2500013759331388e-08,5.8230369285200986e-09
0.00016755031277467997,1.0000303914701496,-0.75211602794800458,-0.0023073683868185314,-0.00010374444403043695,-4.4452686282408637e-07,1.052690637794983e-09,1.637047788311487e-08,1.7449325011654466e-08,-0.54827534121218635,-0.54829884383405181,-9.0829493677087708e-06,0.54827877308699202,5.1578128448563689e-07,-3.7505645105185466e-08,8.6825732685764958e-09
0.00019259856204495196,1.0000662338148363,-0.72551141964859245,-0.0029492950450746261,-0.00011014336923023606,-5.5533251007876727e-07,4.5843823621597611e-09,2.6152840803712133e-08,2.7544070461943094e-08,-0.54831196835242846,-0.54833960906027424,-1.0697379455989262e-05,0.54831600022196314,6.5290679012253114e-07,-5.8081767986572671e-08,1.1986338995683465e-08
0.00021764681131522396,1.0001059366661662,-0.70078748156256931,-0.0036443926967777455,-0.00011659292666374259,-6.6860315513362607e-07,1.0650771201503977e-08,3.9270413544179906e-08,4.0950089561774437e-08,-0.54834514308939708,-0.54837706748493142,-1.2376398119551138e-05,0.54834980517950049,7.9793942788904811e-07,-8.5034788397969992e-08,1.5545919568861345e-08
0.00024269506058549595,1.0001490616311595,-0.6777516230673345,-0.0043870846813310414,-0.00012309695887514053,-7.8163445848024313e-07,2.0039134840433821e-08,5.6191663700100683e-08,5.8098697547372082e-08,-0.54837519612257435,-0.5484115478276087,-1.4120539134987651e-05,0.54838052076024835,9.4875173910129993e-07,-1.1911096055765229e-07,1.9113139462188387e-08
0.00026774330985576797,1.0001952282699185,-0.65623668136973479,-0.0051725306395980037,-0.00012965875938748928,-8.9185404064513822e-07,3.359830415680684e-08,7.736502060778252e-08,7.9396818413948291e-08,-0.54840241431722325,-0.54844333520589084,-1.5930414278742067e-05,0.54840843582587362,1.1033675631288893e-06,-1.6099644459429358e-07,2.2387261288421314e-08
0.00031783980839631196,1.0002954007551064,-0.61720441842681661,-0.0068553206040876512,-0.00014296660422019372,-1.0941376806823517e-06,7.6865860493088335e-08,1.3416402631211263e-07,1.3595438068657331e-07,-0.54844931661086138,-0.54849979543331984,-1.9750095344741453e-05,0.54845684236680614,1.4167319830253528e-06,-2.7065549882468106e-07,2.6635124482620173e-08
0.00036793630693685595,1.0004042580634691,-0.58272521510079001,-0.0086648063531217442,-0.00015653478124829991,-1.2569994697085376e-06,1.4808687896580319e-07,2.1286435685294554e-07,2.134274863814099e-07,-0.54848750844204619,-0.54854809599151455,-2.3841256959370846e-05,0.54849669756677522,1.7245033340149359e-06,-4.1838343917814437e-07,2.5091580880556734e-08
0.00041803280547739993,1.0005200890886392,-0.55204639772128972,-0.010579193674199534,-0.00017037701880126278,-1.3633623536966061e-06,2.5528738273122712e-07,3.1638398883459288e-07,3.1431291680220161e-07,-0.54851828393213764,-0.54858952227038593,-2.8210077994339647e-05,0.54852930876378969,2.0145084227402829e-06,-6.0776917005628915e-07,1.4128366527825143e-08
0.0004681293040179439,1.0006415409494374,-0.52457252694452983,-0.012581241309378521,-0.00018450365575167112,-1.3973012017255881e-06,4.0667327752614018e-07,4.4741021633179344e-07,4.4086205463516426e-07,-0.54854266756355519,-0.54862509149243743,-3.2862883351060096e-05,0.54855571277204496,2.2756135761622652e-06,-8.417503300245277e-07,-1.0145981847799344e-08
0.000518225802558488,1.0007675299530883,-0.49982637783463335,-0.014657131084111701,-0.00019892248506024976,-1.343871702985076e-06,6.1047180357595002e-07,6.0844769921083062e-07,5.9513948539106771e-07,-0.54856148123363857,-0.54865561947630104,-3.7806011086690658e-05,0.54857674308228765,2.4974961248987563e-06,-1.122737889179413e-06,-5.1754285517942115e-08
0.000568322301099032,1.0008971778416591,-0.47742099020298012,-0.016795658611939591,-0.00021363935745760877,-1.1889799470903763e-06,8.7481777585238955e-07,8.0185858639546074e-07,7.7907065855964754e-07,-0.54857539205655492,-0.54868176823689974,-4.3045728760112815e-05,0.54859307777567867,2.6704784669625349e-06,-1.4527201837191728e-06,-1.1475261193028353e-07
0.000618418799639576,1.0010297652926246,-0.45703929068061738,-0.018987643237396028,-0.00022865862181064542,-9.1928223102587437e-07,1.2076715570761529e-06,1.0298950251826154e-06,9.9447980234601144e-07,-0.54858494718073147,-0.54870408065861154,-4.858818067751634e-05,0.54860527442739238,2.7854065152605169e-06,-1.8333484211385298e-06,-2.0315722962672969e-07
0.0006685152981801201,1.0011646974780199,-0.43841899697433206,-0.021225490915184112,-0.00024398345168931808,-5.2210591212777249e-07,1.6167594157714541e-06,1.2947262144103175e-06,1.2431208819220617e-06,-0.54859059964976875,-0.54872300625157111,-5.4439356505095869e-05,0.54861379603562221,2.8335591313622306e-06,-2.2660088612176162e-06,-3.208892912311107e-07
0.0007186117967206641,1.0013014781828027,-0.42134127292278356,-0.023502865698891356,-0.00025961609079987148,1.4615074460477098e-08,2.1095319988729565e-06,1.5984604043208567e-06,1.5267023062295345e-06,-0.54859272781446,-0.54873892048425121,-6.060507428875964e-05,0.54861903048872385,2.8065796225444092e-06,-2.7518828624487912e-06,-4.7173424212073627e-07
0.0007687082952612082,1.0014396901037996,-0.40562209033092117,-0.025814439611272114,-0.00027555803970669038,7.0239352947431269e-07,2.6931381121128378e-06,1.9431615023957827e-06,1.8469052421956119e-06,-0.54859165011175648,-0.54875213949760981,-6.7090972213760991e-05,0.54862130538911535,2.6964236457994731e-06,-3.291994309149309e-06,-6.5931434833852068e-07
0.0008188047938017522,1.0015789796781061,-0.39110557297834803,-0.028155699911155685,-0.00029181019963884505,1.5522332856030316e-06,3.3744101211079938e-06,2.330860909725396e-06,2.2053964071377118e-06,-0.54858763646629494,-0.54876293145133981,-7.3902505521992971e-05,0.54862089949146153,2.4953194982307384e-06,-3.8872458886742859e-06,-8.8707159736199894e-07
0.0008689012923422963,1.0017190452701399,-0.37765881168133508,-0.030522798954960524,-0.00030837298455179936,2.5746664256778866e-06,4.15985720406678e-06,2.7635659962279903e-06,2.6038369935869572e-06,-0.5485809171739483,-0.54877152535998497,-8.1044946912234081e-05,0.54861805161647736,2.1957375831157941e-06,-4.5384472798493569e-06,-1.1582577035851337e-06
0.0009189977908828403,1.0018596278817788,-0.36516778457795029,-0.032912436059801063,-0.00032524640934830792,3.7797851648384353e-06,5.0556639847592511e-06,3.2432663149600347e-06,3.0438889881322033e-06,-0.54857168989436811,-0.54877811804457488,-8.8523389522355891e-05,0.5486129676689051,1.7903666048581361e-06,-5.2463376544269957e-06,-1.4759289685824137e-06
