Time (s),dln[SiH2(2)]/dln[k1]: SiH4(1)=SiH2(2)+H2(3),dln[SiH2(2)]/dln[k2]: Si2H6(4)=SiH4(1)+SiH2(2),dln[SiH2(2)]/dln[k3]: Si2H6(4)=H2(3)+SiH3SiH(5),dln[SiH2(2)]/dln[k5]: SiH2(2)+SiH2(2)=H4Si2(7),dln[SiH2(2)]/dln[k12]: H3Si(8)+H3Si(8)=Si2H6(4),dln[SiH2(2)]/dln[k23]: H2(3)+H3Si2(12)=H5Si2(11),dln[SiH2(2)]/dln[k30]: Si2H6(4)+HSi(10)=H7Si3(31),dln[SiH2(2)]/dln[k33]: SiH4(1)+H3Si2(12)=H7Si3(31),dln[SiH2(2)]/dG[SiH4(1)],dln[SiH2(2)]/dG[SiH2(2)],dln[SiH2(2)]/dG[H2(3)],dln[SiH2(2)]/dG[Si2H6(4)],dln[SiH2(2)]/dG[H3Si(8)],dln[SiH2(2)]/dG[HSi(10)],dln[SiH2(2)]/dG[H3Si2(12)]
0.12771379667778346,0.11159765370547663,-0.030901923678616539,-0.65686575425141891,-0.012014206060617739,-0.013187505392813706,-0.0020285198778308626,0.002192825244625175,0.0020638868324404261,-0.15907171982678997,-0.53799095290129251,-0.19716940031218286,0.34464997409845743,0.013210896664364768,-0.0038868519359666182,-0.0038686609327529976
0.12960701148886863,0.10722347197044184,-0.030899242852183657,-0.65454619571778827,-0.011897626672263632,-0.013492099563403451,-0.0021598447348503322,0.0018901465220235872,0.0017615395097931173,-0.1583268016691711,-0.53812542976624456,-0.19708123246368381,0.3440003805039541,0.013384747675760002,-0.003643585663959894,-0.0036409846965220764
0.1315002262999538,0.10295662180351366,-0.030897453264849002,-0.65232703812179726,-0.011784801417429857,-0.01376671283421993,-0.0022839663393542644,0.0015977617923263227,0.0014695552953816137,-0.15762526832748033,-0.53825543116772501,-0.19698043194362963,0.34338685077712722,0.013535757959990567,-0.0034063299109220501,-0.0034179279047062473
0.13339344111103899,0.098792281865843087,-0.030896516935267539,-0.65020451588108841,-0.011675586519189207,-0.014013267519774103,-0.0024012266462077421,0.0013153852315822476,0.0011876433597839469,-0.15696533075966076,-0.53838113463623638,-0.19686810906825042,0.34280787246602695,0.013665571586464425,-0.0031750009350033793,-0.0031996121628363973
0.13528665592212416,0.094725957193689175,-0.030896399209712672,-0.64817498724511213,-0.011569843895061918,-0.014233591447547461,-0.0025119545243884149,0.0010427300981009568,0.00091551208654894623,-0.15634530653601444,-0.53850271043017517,-0.19674526962426372,0.34226200090840919,0.013775738758275119,-0.0029495074917992247,-0.0029861309132107089
0.13717987073320934,0.0907534541137857,-0.030897068382824629,-0.64623493437500823,-0.011467441045550489,-0.014429418962431205,-0.0026164657598036632,0.00077951018052312626,0.00065287054739923038,-0.15576361106252898,-0.53862032169049134,-0.19661282436944758,0.34174785649974349,0.013867718493732153,-0.0027297520973597906,-0.0027775522212319108
0.1390730855442945,0.086870857044431427,-0.03089849536158416,-0.64438096263602818,-0.011368250920745974,-0.014602392598415852,-0.002715063149025942,0.00052544102853736613,0.00039942975324467418,-0.15521874963316407,-0.53873412462333903,-0.19647159775810141,0.34126412198231171,0.013942881702668225,-0.0025156321529307591,-0.0025739213742329223
0.1409663003553797,0.08307450703384954,-0.030900653367881607,-0.64260979925220951,-0.011272151770086045,-0.01475406527946308,-0.0028080366679456344,0.00028024099201898498,0.00015490370784812589,-0.15470931025034707,-0.53884426870242241,-0.19632233592816312,0.34080953977972622,0.014002514549530011,-0.0023070409429344911,-0.0023752632946059458
0.14285951516646486,0.079360981917051113,-0.030903517675153279,-0.64091829145608536,-0.011179026980199722,-0.01488590292816943,-0.0028956637007641764,4.363209266119153e-05,-8.0989710835789895e-05,-0.15423395714182858,-0.53895089688474884,-0.19616571399825558,0.34038290939188459,0.014047822010307041,-0.0021038685190083424,-0.0021815847714739783
0.14475272997755004,0.075727078006144269,-0.030907065375173938,-0.63930340422534726,-0.011088764904646956,-0.014999287382792275,-0.002978209317406852,-0.00018465925113636555,-0.00030852802005694625,-0.15379142489236414,-0.53905414583610367,-0.19600234273269815,0.33998308485434986,0.014079931550094201,-0.0019060024825827684,-0.0019928765176271878
0.1466459447886352,0.072169793224707179,-0.030911275171814769,-0.63776221767627983,-0.011001258688193176,-0.015095519541255396,-0.0030559265896984216,-0.00040490162850620302,-0.00052798353407968021,-0.15338051312115411,-0.53915414616332491,-0.19583277462653653,0.33960897226535719,0.014099896863438295,-0.0017133286762244723,-0.0018091150596403823
0.1485391595997204,0.06868631157950246,-0.030916127198926432,-0.63629192418396918,-0.010916406087781534,-0.015175822661991868,-0.0031290569377830334,-0.000617358153694687,-0.00073962288201915281,-0.15300008165426551,-0.53925102265011438,-0.1956575094520567,0.339259527387688,0.014108701628425247,-0.0015257317921144849,-0.0016302644693363224
0.15043237441080556,0.06527398886270748,-0.030921602859640959,-0.63488982529931537,-0.010834109292281551,-0.015241345760459145,-0.003197830499019521,-0.00082228608240221969,-0.00094370662659757287,-0.15264904614830688,-0.5393448944932745,-0.19547699930487805,0.33893375333274495,0.014107263232489693,-0.0013430959055932181,-0.0014562779450069232
0.15232558922189074,0.061930339494155155,-0.030927684684568454,-0.63355332852069723,-0.010754274742856687,-0.015293167050336171,-0.0032624665126314801,-0.0010199365137531229,-0.0011404889702420434,-0.15232637411924782,-0.53943587553718286,-0.19529165319030048,0.33863069832981363,0.014096436436316027,-0.001165304941700397,-0.0012870992513048548
0.15421880403297591,0.058653024424973395,-0.030934356206720463,-0.6322799439630955,-0.010676812955330101,-0.015332297388705061,-0.003323173714626712,-0.0012105541665030962,-0.0013302175367508249,-0.15203108133097168,-0.5395240745051838,-0.19510184119069382,0.33834945358019775,0.014077016950622126,-0.00099224308199465636,-0.0011226640270335323
0.1561120188440611,0.055439840023680978,-0.030941601851292622,-0.63106728096020215,-0.010601638345516326,-0.015359683692672352,-0.0033801507384987437,-0.0013943772196235353,-0.0015131332183496366,-0.1517622285059424,-0.53960959522672924,-0.19490789824983537,0.33808915119623911,0.014049744906927153,-0.0008237951178226492,-0.00096290096992819997
0.15800523365514627,0.052288707865381139,-0.030949406838654259,-0.62991304463277686,-0.010528669058297207,-0.015376212300718915,-0.0034335865178587153,-0.0015716372084715311,-0.0016894700790807283,-0.15151891832747999,-0.53969253685910579,-0.19471012760542322,0.33784896222608668,0.014015308207639663,-0.00065984675541492415,-0.00080773290718601438
0.15989844846623144,0.049197665350218182,-0.030957757099006649,-0.6288150324531504,-0.010457826801127229,-0.015382712257094469,-0.0034836606876770143,-0.0017425589686387289,-0.0018594553063942441,-0.15130029270592019,-0.53977299410282031,-0.19450880389908387,0.33762809476440991,0.013974345744459467,-0.00050028487784680906,-0.00065707776020862061
0.16179166327731662,0.046164857085840956,-0.030966639197331843,-0.62777113082953517,-0.010389036682512834,-0.015379958502524693,-0.0035305439813942611,-0.0019073606204885905,-0.0020233092037653245,-0.15110553028152324,-0.53985105741006156,-0.19430417599258948,0.33742579214759238,0.013927450477779241,-0.0003449977686182933,-0.00051084941177199938
0.1636848780884018,0.043188526974232803,-0.030976040267424908,-0.6267793117281143,-0.010322227055826227,-0.015368674958945335,-0.0035743986217294976,-0.0020662535883103103,-0.0021812452181124171,-0.15093384413922512,-0.53992681318594338,-0.19409646951718615,0.33724133123115729,0.013875172373023135,-0.00019387530111719838,-0.00036895848350101295
0.16557809289948697,0.040267010945852021,-0.030985947953969153,-0.6258376293477268,-0.010257329368670432,-0.015349537499430608,-0.0036153787034604685,-0.0022194426487969028,-0.0023334699966010416,-0.15078447971408923,-0.54000034398225716,-0.19388588918000402,0.33707402074730464,0.013818021192223175,-4.6809097680407632e-05,-0.00023131303108001516
0.16747130771057214,0.037398730286592886,-0.030996350361712856,-0.62494421686027679,-0.010194278017933045,-0.015323176797127818,-0.0036536305667861932,-0.0023671260041849239,-0.0024801834680709309,-0.15065671286963447,-0.54007172868354403,-0.19367262084889753,0.33692319974073925,0.013756469140832785,9.6307338442320391e-05,-9.7819164156910294e-05
0.16936452252165732,0.034582185508449347,-0.031007236010902831,-0.62409728322729852,-0.010133010210619567,-0.015290181049246959,-0.0036892931601599623,-0.0025094953759190425,-0.0026215789448697938,-0.15054984813226757,-0.54014104268538388,-0.19345683343583342,0.33678823608040254,0.013690953371194499,0.00023557851516313531,3.1618402520281044e-05
0.1712577373327425,0.031815950718947938,-0.031018593798228432,-0.62329511010062133,-0.010073465830490812,-0.015251098574217392,-0.0037224983917689956,-0.0026467361152425926,-0.0027578432414321419,-0.15046321706650698,-0.5402083580649395,-0.19323868059750304,0.33666852504441319,0.013621878345396698,0.00037110686488024588,0.00015709586061287437
0.17315095214382767,0.029098668448449647,-0.031030412962610884,-0.62253604881256341,-0.01001558731046524,-0.015206440281799925,-0.0037533714690783076,-0.0027790273275852665,-0.0028891568064262733,-0.15039617677699793,-0.54027374374386605,-0.19301830227039468,0.33656348797526497,0.013549618061261958,0.00050299267655803427,0.00027870987664054242
0.17504416695491284,0.026429044896730713,-0.031042683055260922,-0.62181851745989114,-0.0099593195106976035,-0.015156682017234786,-0.0037820312260565155,-0.0029065420080407224,-0.0030156938657263806,-0.15034810852542554,-0.54033726564372775,-0.1927958260556614,0.33647257100255984,0.013474518145906835,0.00063133404437006578,0.00039655721209830671
0.17693738176599802,0.023805845563287565,-0.031055393913497584,-0.62114099808459156,-0.0099046096022197497,-0.015102266781470003,-0.0038085904378505528,-0.0030294471855681197,-0.0031376225738179229,-0.15031841645175933,-0.54039898683405696,-0.19257136846772061,0.33639524383058661,0.013396897821765353,0.00075622683093381387,0.00051073439037552508
0.18072381138816837,0.018694057014500585,-0.031082098510405436,-0.6199002296187921,-0.0097996631432175144,-0.014981084612341331,-0.0038558296431937069,-0.0032620680294230247,-0.0033682979475016762,-0.15031188552188243,-0.54051726615616402,-0.192116926188792,0.33627934964178618,0.013235250874720205,0.00099603872008915376,0.00072846150812906467
0.18413159804812168,0.014240916256702726,-0.031107543059869243,-0.61890636448485192,-0.0097100528958402148,-0.014859936814132524,-0.0038921786625005163,-0.003457221010331424,-0.0035617133153941151,-0.15036330232547326,-0.54061813732784747,-0.19170213223072483,0.33621664386266303,0.013083873018950464,0.0012009905357838707,0.00091281784524341152
0.187539384708075,0.0099212979817340907,-0.031134269038363981,-0.61802118192785049,-0.009624762981030717,-0.014729299753087271,-0.0039232297567055102,-0.0036397808877598591,-0.003742552703712888,-0.15046592642088094,-0.54071404104914311,-0.191282329365,0.33619068735867713,0.012928270659852888,0.001396156585431991,0.001086746284740731
0.1909471713680283,0.0057297047547805137,-0.031162224271077298,-0.61723779008500079,-0.0095435554312676002,-0.014590818832272813,-0.0039494581594259042,-0.003810526259843587,-0.0039115982990994879,-0.15061695780475406,-0.54080525444649552,-0.19085792659173334,0.33619909268464843,0.012769567235782542,0.0015820140028717017,0.0012507705824832871
0.1943549580279816,0.0016609843091038481,-0.031191359722907635,-0.61654980673507187,-0.0094662090566417119,-0.014445933309061604,-0.0039712966453040273,-0.0039701864544781345,-0.0040695823807912097,-0.15081378748519553,-0.54089204219198328,-0.19042927097185827,0.33623965854924004,0.012608728028547241,0.0017590175831920464,0.0014053977437835361
0.19776274468793492,-0.0022896645233701032,-0.031221627332581645,-0.61595127820101736,-0.0093925179933269827,-0.014295899939058566,-0.003989138942261895,-0.0041194434546933389,-0.0042171893235854177,-0.15105394479635681,-0.54097464606815593,-0.1899966728064294,0.3363103310659416,0.0124465798926938,0.0019275993452560834,0.0015511158320353385
0.20117053134788823,-0.0061267450274253305,-0.031252980720816566,-0.61543666016680787,-0.0093222903714160407,-0.014141815542089277,-0.0040033436423157235,-0.0042589353244525067,-0.0043550591023682533,-0.15133510092257682,-0.54105329151656389,-0.18956040730471035,0.33640919995712437,0.012283829823937624,0.0020881697190444676,0.0016883933139555146
0.20457831800784154,-0.0098544890138732473,-0.031285374925768224,-0.61500078601369723,-0.0092553472065058651,-0.013984635339375922,-0.0040142373029720957,-0.004389258815460444,-0.0044837899621414318,-0.15165505803300061,-0.54112818838281518,-0.18912072077479555,0.3365344865584074,0.012121079870040503,0.0022411183049067186,0.00181767852319193
0.20798610466779485,-0.013476883773477694,-0.031318766373346879,-0.61463884018510406,-0.0091915213880420406,-0.013825189546895213,-0.0040221173565666889,-0.0045109719898257421,-0.0046039410973484343,-0.15201174142201043,-0.54119953230979301,-0.18867783497947843,0.33668453403312087,0.011958840472543697,0.0023868147108463862,0.0019393995139375675
0.21139389132774816,-0.016997693830117604,-0.031353112816193844,-0.61434632990363136,-0.0091306567173324547,-0.013664198609958357,-0.0040272548264084626,-0.0046245967492014048,-0.0047160352321961576,-0.15240318920666118,-0.54126750592011763,-0.18823195235067042,0.33685779670075472,0.011797542599980211,0.002525609354089616,0.002053964114687151
0.21480167798770147,-0.020420479918824872,-0.031388373244137166,-0.61411905856693727,-0.0090726070082209516,-0.013502286687696076,-0.0040298967967256193,-0.0047306212348226656,-0.0048205610659371647,-0.15282754328407719,-0.5413322796260055,-0.18778326002673715,0.33705283032979649,0.01163754840319188,0.0026578343248370093,0.0021617601785037378
0.21820946464765478,-0.02374861730908678,-0.03142450785656023,-0.61395310426646754,-0.0090172352916127411,-0.013339993237628106,-0.0040302686152916441,-0.0048295020849639979,-0.0049179755693610347,-0.15328304375775439,-0.54139401267995979,-0.1873319319000385,0.33726828484668653,0.011479160276526014,0.0027838043175703003,0.0022631560276227874
0.2216172513076081,-0.026985311992499164,-0.031461478056812715,-0.6138448008052021,-0.0089644131146567885,-0.013177783117877633,-0.0040285758671079561,-0.004921666538013369,-0.0050087061214635596,-0.15376802388894761,-0.54145285421499578,-0.18687813024814576,0.33750289781982878,0.01132262866263075,0.0029038175154960603,0.0023585010165556933
0.2250250379675614,-0.030133613854741715,-0.031499246421729493,-0.61379071856242939,-0.0089140198962601187,-0.013016055664283382,-0.0040250061776447394,-0.0050075144011853083,-0.005093152507621935,-0.15428090366298985,-0.54150894404892702,-0.18642200792045061,0.33775548753577594,0.011168158994254992,0.0030181563957470642,0.0024481261529543273
0.2284328246275147,-0.033196428077888918,-0.031537776657279248,-0.61378764601428049,-0.0088659423221039303,-0.012855152811183278,-0.0040197308645500539,-0.0050874199063857201,-0.0051716888014738871,-0.15482018345910462,-0.5415624133237873,-0.18596371031508474,0.33802494638164343,0.011015917856732726,0.0031270885231850965,0.0025323447691958942
0.23184061128746802,-0.036176526038288914,-0.031577033572406002,-0.61383257366967836,-0.0088200737908771341,-0.012695366172224167,-0.0040129064295008499,-0.0051617334532537296,-0.0052446651305724616,-0.15538443940175053,-0.54161338514353807,-0.18550337639750153,0.33831023540895605,0.010866038313628515,0.0032308673655525588,0.0026114532473204702
0.23524839794742133,-0.039076555392273976,-0.031616983069080687,-0.6139226801352512,-0.0087763139201628773,-0.012536943180495867,-0.0040046758954628576,-0.0052307832294690836,-0.0053124093160506975,-0.15597231962800204,-0.54166197522752291,-0.18504113923513021,0.33861037971003261,0.010718624471071367,0.0033297330813473885,0.0026857317726388212
0.23865618460737464,-0.041899048637071244,-0.031657592125113952,-0.61405531890046183,-0.0087345681004290313,-0.012380092515334571,-0.0039951700149269227,-0.0052948767120566467,-0.0053752283905724313,-0.15658254012813985,-0.54170829249398733,-0.184577126764597,0.33892446385145147,0.010573755464360972,0.0034239132400782964,0.0027554450855971895
0.24206397126732795,-0.044646430430142693,-0.031698828765379154,-0.61422800554148116,-0.0086947470814625165,-0.01222498894613171,-0.0039845083716409267,-0.0053543020671341732,-0.005433410012580805,-0.15721388033744982,-0.54175243954457852,-0.18411146267903022,0.33925162738074288,0.010431488982964171,0.0035136234980248549,0.0028208432242790324
0.24547175792728126,-0.047321024429496365,-0.031740662036203973,-0.61443840606800548,-0.0086567665884330052,-0.012071777601356217,-0.0039728003827220531,-0.0054093294601636737,-0.0054872237891559431,-0.15786517941264153,-0.54179451309974413,-0.18364426695266678,0.33959106086920587,0.010291864349786749,0.0035990682633774609,0.0028821622624020686
0.24887954458723457,-0.049925059793044839,-0.03178306198874073,-0.61468432665408768,-0.0086205469724043183,-0.011920577685900087,-0.0039601462030707454,-0.0054602122763119073,-0.0055369225071715371,-0.15853533324034988,-0.54183460442379805,-0.18317565601358385,0.33994200253239643,0.010154905172393557,0.0036804413422229232,0.0029396250376050649
0.2522873312471879,-0.0524606769699099,-0.031825999662054447,-0.61496370420618462,-0.0085860128943066449,-0.011771485738972878,-0.0039466375411122932,-0.0055071882502583614,-0.0055827432722817859,-0.15922329149914827,-0.54187279972624236,-0.18270574294348252,0.34030373507246836,0.010020621636343506,0.0037579265391920304,0.0029934418567697011
0.2556951179071412,-0.054929932719979584,-0.031869447059694023,-0.61527459736984913,-0.0085530930347638597,-0.011624578523002671,-0.0039323583993759251,-0.00555048051378611,-0.0056249085643736828,-0.15992805455213041,-0.54190918051633541,-0.18223463781457691,0.34067558258967967,0.0098890125148305887,0.0038316982129315636,0.0030438111727026295
0.25910290456709456,-0.057334804706295629,-0.031913377124696489,-0.61561517814720346,-0.0085217198244684749,-0.011479915580254893,-0.0039173857491578588,-0.0055902985721920295,-0.0056636272207462816,-0.16064867056213922,-0.54194382391654727,-0.18176244794685986,0.34105690773371089,0.0097600669286844396,0.0039019218060670283,0.0030909202355641065
0.2625106912270479,-0.059677195874522804,-0.031957763718508406,-0.61598372434036686,-0.0084918291953724485,-0.011337541472417376,-0.0039017901430823134,-0.0056268392144293118,-0.0056990953520302968,-0.16138423305133959,-0.54197680295484796,-0.1812892779764485,0.34144710920452126,0.0096337658699260781,0.0039687543559331941,0.0031349457205716419
0.26591847788700124,-0.061958938505475153,-0.032002581601580246,-0.61637861267145455,-0.0084633603534003381,-0.011197487739292274,-0.003885636269424625,-0.0056602873576916454,-0.0057314971916383973,-0.16213387866170639,-0.54200818684190044,-0.18081522987655227,0.34184561947982889,0.009510083515171696,0.0040323449754989466,0.003176054327905705
0.2693262645469546,-0.064181797830571041,-0.032047806411370158,-0.61679831232503535,-0.0084362555700309913,-0.011059774625136945,-0.0038689834548386974,-0.0056908168299554451,-0.0057610058823967048,-0.16289678488580003,-0.54203804122581745,-0.18034040305352772,0.34225190263795885,0.0093889883662881812,0.0040928352991980218,0.0032144033516985715
0.2727340512069079,-0.066347475319782356,-0.032093414638369108,-0.61724137888564068,-0.0084104599890905581,-0.010924412605302124,-0.0038518861222158014,-0.0057185910974032134,-0.0057877842074210628,-0.16367216786408423,-0.54206642842121,-0.17986489445895135,0.34266545230478357,0.0092704442455711043,0.0041503599014802509,0.0032501412198139728
0.27614183786686125,-0.068457611792885578,-0.032139383603318875,-0.61770644877084291,-0.0083859214473274227,-0.010791403728711331,-0.0038343942078573985,-0.0057437639422044662,-0.0058119852708024928,-0.16445928041395075,-0.54209340761882541,-0.17938879862732796,0.3430857897983301,0.009154411158682832,0.0042050466955222358,0.0032834080071316315
0.2795496245268146,-0.070513790357127057,-0.032185691436025496,-0.61819223414372659,-0.0083625903088538674,-0.010660742792896893,-0.0038165535406450308,-0.0057664800929369472,-0.0058337531304349698,-0.16525741024838192,-0.54211903508202375,-0.17891220766551175,0.34351246244806516,0.0090408460374635097,0.0042570173104294349,0.0033143359223902279
0.2829574111867679,-0.072517539105287077,-0.032232317053721461,-0.61869751818116969,-0.0083404193126503361,-0.010532418375411346,-0.0037984061865391377,-0.0057868758096865846,-0.0058532233850832191,-0.16606587824733049,-0.54214336433020327,-0.17843521126787273,0.34394504201489035,0.0089297033800007485,0.0043063874432630964,0.0033430497676524011
0.28636519784672126,-0.074470333588880722,-0.032279240138304369,-0.6192211506332792,-0.0083193634312435458,-0.010406413742947141,-0.003779990762419866,-0.0058050794276811538,-0.0058705237196196216,-0.16688403676674168,-0.54216644630705224,-0.17795789676097781,0.34438312319387782,0.0088209358046134455,0.0043532671879390706,0.003369667371299314
0.2897729845066746,-0.076373599143688284,-0.032326441113786145,-0.61976204369892229,-0.0082993797391303983,-0.010282707651268579,-0.0037613427225785681,-0.0058212118636283717,-0.0058857744126612176,-0.16771126806485029,-0.54218832953469442,-0.17748034913100941,0.34482632223103959,0.0087144945283827956,0.0043977613457586466,0.0033942999967437036
0.29318077116662794,-0.078228713100173486,-0.032373901124789113,-0.62031916822630273,-0.0082804272905096614,-0.010161275045844497,-0.0037424946200653175,-0.0058353870874099639,-0.0058990888092948692,-0.16854698286414713,-0.54220906025690974,-0.17700265102325158,0.34527427565969532,0.0086103297775381952,0.0044399697190266249,0.0034170527282007522
0.2965885578265813,-0.080037006855606843,-0.032421602015424593,-0.62089155018756492,-0.0082624670059581653,-0.010042087675084044,-0.0037234763448621686,-0.0058477125608696829,-0.0059105737606581724,-0.16939061898971111,-0.54222868257317336,-0.17652488274520739,0.34572663912406987,0.0085083911380390894,0.0044799873865177054,0.0034380248338649736
0.2999963444865346,-0.081799767800017145,-0.032469526307913978,-0.62147826737752787,-0.0082454615671603108,-0.0099251146284921009,-0.0037043153411797361,-0.0058582896459668079,-0.0059203300326846576,-0.1702416400498287,-0.54224723856324053,-0.17604712228928013,0.34618308626806271,0.0084086278554177402,0.0045179049610881367,0.0034573101072367446
0.30340413114648795,-0.083518241126277371,-0.032517657181269602,-0.62207844632903997,-0.0082293753187195912,-0.009810322808995622,-0.0036850368060997339,-0.0058672139850416147,-0.0059284526867945282,-0.17109953418312854,-0.54226476840220816,-0.1755694453586531,0.34664330769563062,0.0083109890910102839,0.0045538088318203551,0.0034749971881037527
0.3068119178064413,-0.085193631552302945,-0.032565978450641152,-0.62269125944970949,-0.0082141741765018803,-0.0096976773460737634,-0.0036656638712739744,-0.005874575855466144,-0.0059350314348296605,-0.17196381289451973,-0.54228131046729833,-0.17509192538226151,0.34710701001024996,0.0082154241394902811,0.0045877813924975986,0.0034911698645970538
0.31021970446639463,-0.086827104954118467,-0.032614474547253414,-0.62331592236039546,-0.0081998255422014842,-0.0095871419561661501,-0.0036462177690303067,-0.005880460500253256,-0.0059401509698230586,-0.17283400996143536,-0.54229690143770526,-0.17461463352763296,0.34757391492206496,0.0081218826121438031,0.0046199012565613252,0.003505907357168147
0.31362749112634797,-0.088419789902799625,-0.032663130498572286,-0.62395169140525819,-0.0081862982236748979,-0.0094786792571946808,-0.0036267179842585534,-0.0058849484361458704,-0.0059438912741429078,-0.17370968038543222,-0.54231157638798078,-0.17413763872336813,0.34804375840767277,0.0080303145906513405,0.0046502434586671495,0.0035192845852347917
0.3170352777863013,-0.089972779115089899,-0.032711931908679007,-0.62459786131882111,-0.0081735623604597026,-0.0093722510430889975,-0.0036071823934852045,-0.0058881157409629743,-0.0059463279068069589,-0.17459039939041959,-0.54232536887499627,-0.17366100768820436,0.34851628991984734,0.0079406707556733437,0.0046788796439649668,0.0035313724175549312
0.32044306444625464,-0.091487130834133915,-0.032760864939133702,-0.62525376304787739,-0.0081615893540232503,-0.0092678185227682997,-0.0035876273923534036,-0.00589003432189105,-0.0059475322716711449,-0.1754757614795695,-0.54233831101891739,-0.17318480495811839,0.34899127165041588,0.0078529024934678327,0.0047058782464237088,0.0035422379074732399
0.323850851106208,-0.092963870145844257,-0.032809916290422438,-0.62591876171965921,-0.0081503518024536974,-0.0091653425274217989,-0.0035680680124799062,-0.005890772166038425,-0.0059475718678207896,-0.17636537954782072,-0.54235043357893886,-0.17270909291165396,0.34946847784291724,0.0077669619831426829,0.0047313046568160108,0.0035519445139346986
0.3272586377661613,-0.094403990228941623,-0.032859073183837004,-0.62659225473988045,-0.0081398234393119558,-0.0090647836899363163,-0.0035485180285766147,-0.0058903935743881749,-0.005946510523309502,-0.17725888403692752,-0.54236176602432473,-0.17223393179909582,0.34994769414691523,0.0076828022671036654,0.0047552213806336405,0.003560552308992387
0.33407421108606794,-0.097178192709974076,-0.032957654847871366,-0.62796246573711001,-0.0081207946020706821,-0.0088692600230143252,-0.0035094956317623565,-0.0058865270674689444,-0.0059413231788845687,-0.17905615660851795,-0.54238217288700585,-0.17128549358590678,0.3509113532320095,0.0075196421049924453,0.00479876214438905,0.0035746958855018551
0.3402082270739839,-0.099559084778884324,-0.033046620934371433,-0.62921925584097216,-0.0081058518441784987,-0.0086994514034233767,-0.0034745233401956063,-0.0058798059525089034,-0.0059334618577892868,-0.1806836123283217,-0.54239810674300515,-0.17043434749975014,0.35178358007108324,0.0073784365726036133,0.0048333586729192362,0.0035842070482459058
0.34634224306189987,-0.10183544913399109,-0.033135753162150033,-0.63049550832493106,-0.0080928445793047588,-0.0085352476322530322,-0.0034397480049563403,-0.00587032112426679,-0.0059228803332449969,-0.18231864799072747,-0.54241189050853078,-0.16958582396534147,0.35265945561707035,0.0072423148312068808,0.0048639191151055852,0.0035909571561960319
0.35247625904981583,-0.10401204036713163,-0.033224991490659959,-0.63178862834210658,-0.0080816537313902273,-0.0083764272567181247,-0.003405215414227569,-0.0058583393254227657,-0.0059098430931316115,-0.18395961120077808,-0.54242364820475797,-0.16874021603778583,0.35353804941278261,0.0071110386708619954,0.0048907207852308425,0.0035951966892722492
0.3586102750377318,-0.10609341561877379,-0.033314283966520773,-0.63309631757658469,-0.0080721687298857692,-0.0082227758776463045,-0.003370964797867504,-0.0058441039325610273,-0.0058945913982830786,-0.18560504743978151,-0.54243351157405506,-0.16789776951210761,0.35441855164399083,0.0069843819060898355,0.0049140215977699986,0.003597154057517486
0.36474429102564776,-0.10808385685390558,-0.033403580213974389,-0.63441643039048257,-0.0080642862683628323,-0.0080740846952730549,-0.0033370287663759919,-0.0058278354288010883,-0.0058773437357500409,-0.18725357468111709,-0.54244159344142306,-0.16705873132163562,0.35530019783879374,0.0068621283559689326,0.0049340599181687175,0.0035970366715753067
0.3708783070135637,-0.10998742702258101,-0.033492833775278646,-0.6357470116457492,-0.0080579099380699432,-0.0079301519800024558,-0.0033034345922418984,-0.0058097344520680379,-0.0058582988665597724,-0.1889039289431883,-0.54244800076313082,-0.16622332733488801,0.35618229462809586,0.0067440726051230309,0.0049510571218308761,0.0035950334434288328
0.3770123230014797,-0.1118079870984857,-0.033582001971273784,-0.63708628347656693,-0.0080529497236867097,-0.0077907834732547114,-0.0032702049322204446,-0.0057899837287110224,-0.0058376377531533163,-0.19055495785662899,-0.5424528344133368,-0.16539176175461137,0.35706421459468096,0.0066300198236395654,0.0049652190307913884,0.0035913165207065558
0.38314633898939565,-0.11354920213056349,-0.033671045473045121,-0.63843262223702879,-0.0080493214908705299,-0.0076557924528408462,-0.0032373583796679629,-0.0057687497011302408,-0.0058155251788197171,-0.19220560302201314,-0.5424561888472702,-0.16456422266835305,0.3579453859761525,0.0065197851715876366,0.0049767369702394555,0.0035860428533734138
0.3892803549773116,-0.1152145450110717,-0.033759927643178048,-0.63978453599654284,-0.0080469464817270065,-0.0075249996152218198,-0.0032049099371759368,-0.0057461839671616582,-0.0057921111796357507,-0.19385488464589035,-0.54245815192153679,-0.16374088675814227,0.35882528370232364,0.0064131932268803246,0.0049857888245834932,0.0035793555992585783
0.3954143709652276,-0.11680731289035184,-0.033848614523837001,-0.64114065904460271,-0.0080457509155991147,-0.0073982331114384606,-0.0031728715370910776,-0.005722424765994054,-0.0057675325254316397,-0.19550190340002319,-0.54245880556254777,-0.16292191568474673,0.35970342921890242,0.0063100777548663611,0.0049925402963806962,0.0035713854623694169
0.40154838695314354,-0.11833064275689219,-0.03393707499471562,-0.64249974758319917,-0.0080456656627226307,-0.0072753285580544258,-0.0031412524900421178,-0.0056975983055252474,-0.005741914042061369,-0.19714584000378188,-0.54245822690290513,-0.16210745426701684,0.36057938965891539,0.0062102814022269937,0.004997145939668453,0.0035622518792329935
